8.952,8.82,8.721,8.589,8.512,8.445,8.445,8.412,8.416,8.469,8.52,8.588
8.447,8.265,8.141,7.955,7.837,7.72,7.72,7.662,7.655,7.694,7.735,7.802
9.887,9.67,9.514,9.286,9.138,8.995,8.995,8.918,8.899,8.921,8.95,9.011
9.75,9.496,9.313,9.049,8.87,8.698,8.698,8.6,8.576,8.588,8.614,8.674
9.806,9.508,9.295,8.984,8.774,8.568,8.568,8.451,8.421,8.43,8.458,8.523
10.106,9.71,9.429,9.022,8.746,8.477,8.477,8.319,8.277,8.296,8.34,8.424
10.058,9.57,9.221,8.718,8.379,8.053,8.053,7.856,7.798,7.819,7.875,7.97
10.189,9.654,9.267,8.716,8.346,7.995,7.995,7.789,7.724,7.747,7.806,7.909
10.435,9.802,9.345,8.686,8.26,7.87,7.87,7.645,7.579,7.62,7.697,7.83
10.649,9.935,9.448,8.725,8.235,7.805,7.805,7.58,7.525,7.583,7.675,7.841
10.905,10.13,9.572,8.77,8.249,7.767,7.767,7.511,7.455,7.547,7.675,7.87
10.799,10.048,9.531,8.779,8.285,7.828,7.828,7.59,7.551,7.654,7.778,7.975
10.808,10.048,9.529,8.785,8.3,7.855,7.855,7.63,7.595,7.706,7.853,8.064
10.917,10.157,9.65,8.944,8.5,8.11,8.11,7.93,7.931,8.095,8.272,8.531
11.068,10.31,9.803,9.119,8.705,8.36,8.36,8.22,8.246,8.438,8.63,8.916
11.186,10.44,9.959,9.309,8.917,8.6,8.6,8.482,8.531,8.756,8.97,9.279
11.455,10.685,10.219,9.584,9.203,8.9,8.9,8.818,8.901,9.176,9.425,9.776
11.988,11.133,10.611,9.926,9.533,9.23,9.23,9.158,9.249,9.559,9.838,10.219
