12.435,12.278,12.175,12.034,11.94,11.87,11.87,11.875,11.921,12.005,12.073,12.186
8.606,8.42,8.297,8.135,8.027,7.935,7.935,7.897,7.925,8.032,8.13,8.251
8.203,7.995,7.859,7.662,7.535,7.43,7.43,7.4,7.427,7.506,7.575,7.688
8.638,8.424,8.28,8.079,7.948,7.833,7.833,7.803,7.826,7.9,7.961,8.072
9.097,8.852,8.682,8.446,8.3,8.177,8.177,8.14,8.164,8.242,8.312,8.434
8.91,8.59,8.374,8.069,7.877,7.712,7.712,7.647,7.666,7.766,7.86,8.008
9.158,8.772,8.507,8.137,7.906,7.707,7.707,7.624,7.637,7.742,7.842,8.006
9.383,8.951,8.655,8.241,7.977,7.752,7.752,7.652,7.664,7.765,7.864,8.033
9.766,9.23,8.856,8.336,8.019,7.752,7.752,7.631,7.634,7.754,7.875,8.077
10.073,9.457,9.032,8.439,8.066,7.765,7.765,7.634,7.636,7.742,7.857,8.07
10.306,9.638,9.165,8.513,8.11,7.755,7.755,7.595,7.598,7.735,7.883,8.119
10.289,9.635,9.188,8.563,8.175,7.838,7.838,7.69,7.698,7.843,7.995,8.233
10.354,9.68,9.215,8.586,8.2,7.87,7.87,7.72,7.739,7.905,8.08,8.337
10.276,9.627,9.192,8.617,8.28,8.005,8.005,7.905,7.952,8.177,8.392,8.693
10.421,9.77,9.341,8.78,8.457,8.205,8.205,8.137,8.21,8.454,8.68,9.003
10.627,9.959,9.521,8.955,8.64,8.405,8.405,8.35,8.435,8.714,8.961,9.308
11.117,10.441,10.024,9.464,9.135,8.88,8.88,8.83,8.916,9.166,9.384,9.706
11.693,10.892,10.367,9.731,9.41,9.2,9.2,9.165,9.284,9.657,9.997,10.421
