6.826,6.724,6.663,6.571,6.506,6.455,6.455,6.459,6.489,6.533,6.566,6.634
7.147,6.968,6.839,6.659,6.55,6.45,6.45,6.4,6.401,6.456,6.508,6.585
7.757,7.566,7.427,7.224,7.09,6.955,6.955,6.875,6.846,6.852,6.869,6.908
8.09,7.879,7.72,7.489,7.333,7.178,7.178,7.073,7.031,7.02,7.026,7.053
8.521,8.264,8.06,7.771,7.587,7.402,7.402,7.272,7.214,7.19,7.196,7.22
9.026,8.691,8.445,8.079,7.828,7.578,7.578,7.423,7.356,7.32,7.314,7.341
9,8.599,8.299,7.86,7.571,7.29,7.29,7.109,7.035,7.011,7.021,7.063
9.319,8.866,8.531,8.043,7.715,7.405,7.405,7.21,7.133,7.109,7.124,7.175
9.781,9.225,8.818,8.223,7.828,7.47,7.47,7.253,7.173,7.163,7.19,7.266
10.256,9.576,9.09,8.371,7.899,7.497,7.497,7.286,7.219,7.225,7.264,7.385
10.525,9.81,9.29,8.53,8.035,7.582,7.582,7.34,7.28,7.325,7.4,7.548
10.724,9.995,9.472,8.724,8.241,7.8,7.8,7.574,7.526,7.587,7.675,7.842
10.969,10.192,9.629,8.841,8.347,7.91,7.91,7.687,7.649,7.731,7.842,8.037
11.071,10.304,9.771,9.017,8.546,8.122,8.122,7.914,7.882,7.974,8.086,8.282
11.234,10.46,9.925,9.19,8.735,8.34,8.34,8.155,8.14,8.25,8.375,8.59
11.415,10.627,10.089,9.364,8.924,8.552,8.552,8.391,8.396,8.531,8.677,8.92
11.613,10.802,10.306,9.625,9.205,8.86,8.86,8.74,8.795,9.039,9.267,9.594
11.993,11.147,10.629,9.956,9.562,9.262,9.262,9.187,9.279,9.581,9.857,10.233
