7.774,7.615,7.493,7.328,7.236,7.163,7.163,7.124,7.133,7.188,7.24,7.318
8.544,8.385,8.267,8.1,7.99,7.885,7.885,7.825,7.81,7.822,7.845,7.888
8.793,8.622,8.49,8.302,8.184,8.067,8.067,7.996,7.967,7.965,7.972,8.003
8.083,7.91,7.779,7.59,7.461,7.338,7.338,7.259,7.23,7.216,7.22,7.245
7.724,7.538,7.398,7.198,7.059,6.918,6.918,6.831,6.798,6.778,6.778,6.799
7.932,7.68,7.484,7.207,7.024,6.842,6.842,6.726,6.677,6.646,6.645,6.668
8.047,7.737,7.505,7.165,6.942,6.725,6.725,6.592,6.535,6.505,6.502,6.533
8.204,7.856,7.6,7.22,6.97,6.73,6.73,6.585,6.525,6.5,6.499,6.536
8.493,8.06,7.741,7.28,6.974,6.698,6.698,6.536,6.475,6.459,6.475,6.536
8.842,8.315,7.946,7.399,7.025,6.705,6.705,6.53,6.476,6.474,6.505,6.596
9.27,8.695,8.288,7.69,7.284,6.898,6.898,6.686,6.63,6.653,6.71,6.819
9.433,8.855,8.446,7.856,7.46,7.088,7.088,6.89,6.839,6.869,6.925,7.04
9.621,9.01,8.57,7.95,7.547,7.175,7.175,6.977,6.93,6.97,7.04,7.17
9.857,9.24,8.804,8.196,7.813,7.465,7.465,7.283,7.249,7.311,7.4,7.55
10.09,9.463,9.029,8.43,8.06,7.74,7.74,7.59,7.58,7.676,7.778,7.959
10.305,9.672,9.251,8.67,8.31,8,8,7.865,7.87,7.994,8.117,8.321
10.723,9.997,9.552,8.956,8.6,8.325,8.325,8.26,8.349,8.622,8.872,9.223
11.161,10.395,9.933,9.338,9,8.76,8.76,8.735,8.863,9.208,9.515,9.921
