4.033,4.003,3.986,3.975,3.973,3.995,3.995,4.043,4.095,4.179,4.238,4.318
6.379,6.299,6.245,6.183,6.155,6.16,6.16,6.2,6.263,6.37,6.451,6.564
6.46,6.357,6.276,6.177,6.132,6.117,6.117,6.142,6.182,6.254,6.307,6.399
6.575,6.459,6.374,6.264,6.201,6.168,6.168,6.174,6.206,6.266,6.321,6.406
6.57,6.437,6.345,6.219,6.149,6.092,6.092,6.086,6.111,6.175,6.227,6.312
7.208,6.996,6.845,6.638,6.515,6.413,6.413,6.375,6.388,6.455,6.519,6.621
7.471,7.201,7.011,6.75,6.585,6.447,6.447,6.39,6.4,6.469,6.534,6.647
7.778,7.462,7.246,6.937,6.744,6.577,6.577,6.501,6.507,6.579,6.647,6.769
8.197,7.79,7.51,7.118,6.871,6.663,6.663,6.569,6.568,6.655,6.745,6.896
8.594,8.09,7.741,7.262,6.959,6.717,6.717,6.611,6.617,6.719,6.825,7.011
8.924,8.368,7.975,7.434,7.093,6.8,6.8,6.673,6.681,6.795,6.913,7.113
9.11,8.555,8.174,7.64,7.305,7.015,7.015,6.89,6.9,7.016,7.135,7.335
9.293,8.71,8.305,7.75,7.409,7.117,7.117,6.991,7,7.13,7.265,7.479
9.437,8.848,8.438,7.89,7.576,7.318,7.318,7.219,7.25,7.418,7.578,7.824
9.617,9.028,8.625,8.091,7.79,7.555,7.555,7.475,7.524,7.715,7.893,8.159
9.772,9.189,8.806,8.3,8.01,7.79,7.79,7.74,7.81,8.024,8.211,8.497
10.007,9.368,8.978,8.474,8.194,8.008,8.008,8.026,8.171,8.513,8.798,9.199
10.553,9.82,9.373,8.823,8.538,8.38,8.38,8.443,8.638,9.078,9.44,9.924
