4.428,4.299,4.2,4.07,4.003,3.945,3.945,3.918,3.925,3.98,4.031,4.101
7.421,7.279,7.178,7.036,6.946,6.868,6.868,6.824,6.829,6.873,6.916,6.979
7.084,6.924,6.811,6.65,6.545,6.45,6.45,6.4,6.4,6.439,6.476,6.539
7.155,6.982,6.862,6.686,6.574,6.472,6.472,6.421,6.419,6.457,6.492,6.557
7.22,7.015,6.864,6.658,6.531,6.418,6.418,6.359,6.358,6.401,6.45,6.528
7.813,7.53,7.338,7.056,6.868,6.695,6.695,6.608,6.599,6.643,6.69,6.779
8.128,7.778,7.535,7.185,6.961,6.763,6.763,6.664,6.655,6.715,6.778,6.892
8.324,7.925,7.647,7.254,6.997,6.775,6.775,6.667,6.661,6.722,6.79,6.918
8.662,8.162,7.814,7.321,7.01,6.75,6.75,6.63,6.624,6.706,6.797,6.964
9.097,8.498,8.076,7.485,7.111,6.808,6.808,6.669,6.655,6.744,6.848,7.039
9.346,8.708,8.255,7.609,7.2,6.84,6.84,6.675,6.666,6.77,6.883,7.084
9.538,8.899,8.45,7.822,7.422,7.072,7.072,6.912,6.907,7.015,7.136,7.341
9.73,9.058,8.581,7.925,7.521,7.173,7.173,7.009,7.005,7.134,7.278,7.502
9.881,9.193,8.713,8.058,7.665,7.33,7.33,7.19,7.203,7.348,7.498,7.742
10.069,9.375,8.902,8.266,7.89,7.58,7.58,7.465,7.499,7.672,7.845,8.116
10.32,9.611,9.14,8.515,8.147,7.85,7.85,7.747,7.795,8.005,8.209,8.508
10.637,9.878,9.413,8.801,8.441,8.173,8.173,8.129,8.244,8.563,8.848,9.246
11.19,10.403,9.928,9.318,8.983,8.76,8.76,8.763,8.913,9.293,9.618,10.058
