6.879,6.746,6.66,6.544,6.478,6.435,6.435,6.448,6.496,6.595,6.674,6.79
7.082,6.96,6.875,6.759,6.687,6.635,6.635,6.627,6.651,6.705,6.75,6.826
6.958,6.834,6.744,6.623,6.544,6.48,6.48,6.461,6.473,6.506,6.541,6.602
7.011,6.881,6.787,6.654,6.571,6.497,6.497,6.469,6.471,6.497,6.524,6.576
6.978,6.834,6.727,6.577,6.482,6.4,6.4,6.357,6.357,6.377,6.401,6.451
7.497,7.276,7.111,6.877,6.731,6.597,6.597,6.514,6.492,6.514,6.544,6.6
7.837,7.555,7.353,7.058,6.863,6.683,6.683,6.583,6.553,6.563,6.585,6.646
7.986,7.661,7.429,7.091,6.867,6.662,6.662,6.547,6.514,6.521,6.549,6.616
8.391,7.972,7.671,7.237,6.956,6.707,6.707,6.574,6.532,6.549,6.582,6.671
8.877,8.33,7.945,7.39,7.03,6.735,6.735,6.59,6.56,6.605,6.66,6.798
9.249,8.655,8.233,7.622,7.225,6.865,6.865,6.69,6.658,6.718,6.795,6.947
9.481,8.87,8.44,7.829,7.435,7.087,7.087,6.92,6.901,6.98,7.075,7.247
9.711,9.054,8.584,7.937,7.534,7.185,7.185,7.021,7.012,7.116,7.236,7.439
9.984,9.324,8.864,8.235,7.847,7.52,7.52,7.377,7.385,7.506,7.631,7.849
10.129,9.474,9.029,8.422,8.061,7.757,7.757,7.639,7.662,7.811,7.956,8.196
10.328,9.68,9.255,8.676,8.326,8.038,8.038,7.929,7.964,8.135,8.295,8.546
10.729,9.993,9.544,8.948,8.598,8.335,8.335,8.288,8.393,8.701,8.978,9.359
11.17,10.391,9.921,9.321,8.987,8.762,8.762,8.757,8.904,9.279,9.604,10.037
